geneID,geneName,clstr_ID,length,contigID,BLI20_MG_001,BLI20_MG_002,BLI20_MG_003,BLI20_MG_004,BLI20_MG_005,BLI21_MG_101,BLI21_MG_102,BLI21_MG_103,BLI21_MG_104,BLI21_MG_105,BLI21_MG_106,BLI21_MG_107,BLI21_MG_108,BLI21_MG_109,BLI21_MG_110,BLI21_MG_111,BLI21_MG_112,BLI20_MT_001,BLI20_MT_002,BLI20_MT_003,BLI20_MT_004,BLI20_MT_005,BLI20_MT_006,BLI20_MT_007,BLI20_MT_008,BLI20_MT_009,BLI20_MT_010,BLI20_MT_011,BLI20_MT_012,BLI21_MT_001,BLI21_MT_002,BLI21_MT_003,BLI21_MT_004,BLI21_MT_005,BLI21_MT_006,BLI21_MT_007,BLI21_MT_008,BLI21_MT_009,BLI21_MT_010,BLI21_MT_011,BLI21_MT_012
BLI20_coassembly_000000167788_1,narG,narG-002,737,BLI20_coassembly_000000167788,0.114473256593509,0.083091511044373,0.00303936000666687,0.0260550195979624,0.448716018647394,0.168941248140655,0.0786302460050327,0.0705874183164947,0.494927278496697,0.0799083380559123,0.0494508412026892,0.384251574055169,0.0254758324178803,0.0562266654184107,0.0351849638279274,0.0275819799918291,0.0279830652279507,0.0850949141098153,0.083706824601671,0.0360110958480076,0.0200851171645993,0.151535291210352,0.0178347126251689,0.882787275357804,1.0195400288835,1.14234582045575,0.0291473557908299,0,0.0398030613298702,0,0.0483458534928132,NA,0.12383353903916,0.0846223205574435,0.0876673654042117,0,0.0271112894618541,0.0102501368674036,0.0130288564740848,0,0.0460548170598964
BLI21_assembly101_000000040693_1,narG,narG-002,986,BLI21_assembly101_000000040693,0.125139064043583,0.0765036501039356,0.0279315227530461,0.0177660518384396,0.454153678209698,0.170054372826487,0.0660217576603083,0.061549880131944,0.487493379988102,0.0593839539591845,0.0381052110462443,0.397737840146043,0.0247528921047033,0.0761320793447895,0.0308578369595742,0.0258671379540841,0.0277522586302883,0.152114154741516,0.0943130710949624,0.0491646910692433,0.114795821147444,0.170134676773626,0.0383428375761645,0.989477329984516,1.47130769765359,1.40255984873885,0.041833755512476,0.0272691222075443,0.0688792624571732,0.0215842350759756,0.043672130336878,NA,0.110937152870094,0.0879218044328173,0.0815155816392091,0.00799370176729591,0.0195490048683242,0.0184633407674555,0.00936883485529972,0.0204517113655304,0.0396535321872742
BLI21_coassembly_000000006222_16,narG,narG-003,1257,BLI21_coassembly_000000006222,0.0420264182390064,0.00945547213653091,0.0537628965195705,0.00418388464470757,0.0634401748141677,0.101827666915429,0.210454611971386,0.17557274231385,0.114458513811639,0.0544735958887155,0.0697654546820974,0.0644831895121303,0.0507242297595665,0.0482617782587274,0.0928485776207367,0.15213789199469,0.0815309612710693,0.0267802893944183,0.145458168969288,0.0107904934668494,0.01105759277258,0.0238553089015462,0.00494149739842909,0.488214957868908,0.332583518695222,0.127290626604955,0.00802223300942688,0.0104662576353253,0.0132172280987091,0.0207185720755564,0.0335519085108889,NA,0.0625095756557625,0.00422064150953844,0.0289451853110206,0.00613898115481926,0.015007386930825,0.0170594681364391,0.00719946552857688,0.0314692203446364,0
BLI21_assembly101_000000056671_1,narG,narG-003,810,BLI21_assembly101_000000056671,0.0493469715414237,0.00196870240876504,0.0695838743476156,0.0167095992525721,0.0480342038590406,0.1500624416918,0.21454718898577,0.221044202557178,0.105475994602527,0.0688207927598785,0.106394051234362,0.0859350337224953,0.0510882589597779,0.065397405648595,0.0858070026703472,0.153607145038186,0.147102428753681,0.0378851227645358,0.213237859935221,0.0146060928074536,0.0357395167418326,0.038495643928639,0.0158763014138002,0.351663480858746,0.161312464599125,0.102275875271703,0.0130398037470638,0.0169826130532432,0.00714417231459058,0.0335967351657613,0.0434736849526254,NA,0.0460703548959508,0,0.0234346461217294,0.00996260301288512,0.024338915663377,0.0183680909412889,0.0116670381982957,0.0508943127383237,0
BLI21_coassembly_000000090934_4,narG,narG-004,975,BLI21_coassembly_000000090934,0.209605220376316,1.08427711912614,0.0750997392832665,0.177202881196435,0.26831556266402,0.0742269683173126,0.145042699190311,0.122681565642056,0.0878951812480468,0.0922672881873268,0.060357177990834,0.0622331131082565,0.120301304362144,0.0479310851650859,0.0624375514825306,0.14333439113634,0.200011051811867,0.0486488546096504,0.00872227714882859,0,0.0584463578778036,0.0157508234015699,0,0,0.0437840129578362,0.0418144053492696,0.0106016115110783,0,0.0116205566489169,0.00546890102375821,0,NA,0,0.0167512968639383,0.00637446729409122,0,0.00990026127310906,0,0.00950471579623165,0,0
BLI20_assembly002_000000021726_2,narG,narG-004,1079,BLI20_assembly002_000000021726,0.22647646773854,1.07580729083711,0.115475865656017,0.228788217966584,0.312204600913483,0.0713664911867798,0.149437448850269,0.134874184198657,0.0914670342282009,0.0795188564410944,0.0619772613043162,0.0895068850209414,0.113923910480851,0.0509274253961992,0.0590536945506857,0.134124764466814,0.230059588871662,0.0541775082301421,0.015619293769234,0.00212509551144021,0.0654131544324673,0.014097263881842,0.00583570247627741,0,0.0432857806681565,0.0374631555349621,0.00947711412584137,0.012359655248756,0.0104042631465776,0.00976511025753961,0.00907190296251289,NA,0,0.00999098788367259,0.0114030659643605,0,0.00883886591841445,0,0.0123333073124757,0,0.00899383773358621
BLI20_assembly005_000000001552_2,narG,narG-004,1253,BLI20_assembly005_000000001552,0.316095615000438,1.53575698803224,0.14399642724519,0.225716325621498,0.455112211257204,0.0682177497485032,0.190500692380602,0.23164487426531,0.0989284401025385,0.107739339282293,0.0735577496680323,0.0985537423815982,0.131113854701237,0.0512890515123593,0.0792154052986509,0.149040300461797,0.304768949155239,0.0906256506350818,0.0331484604581228,0.00364325049567845,0.0554162211303998,0.0133633409384042,0.0148369472241513,0.109027978408541,0.233979310411955,0.127921486546744,0.0161028630829909,0.0104944114953859,0.00883210364305074,0.0248993000720543,0.00754921197479547,NA,0.0113841097522287,0.0126756775108777,0.0144867519936324,0.0123196079701832,0.0150586187402416,0.00855570910851097,0.0216206487241088,0,0.0101723931622141
BLI20_coassembly_000000071645_1,narG,narG-004,1079,BLI20_coassembly_000000071645,0.181052361308457,1.01375155630967,0.115424336934171,0.22458821396524,0.303798615924602,0.0671249636558353,0.14175920462624,0.10444000134932,0.0916750427823688,0.0789320542247364,0.0619905468908767,0.0792600771072476,0.113868014541034,0.0467314362822579,0.0547869402941411,0.123992649926326,0.218494679407483,0.035594631209716,0.00888879145368692,0,0.0522581745786887,0.0140952563986572,0,0,0,0.0375360466366083,0.00947817678113486,0,0.0103974577011802,0.00976491252253478,0.00790218555190398,NA,0,0.00998297542704658,0,0.00724716758084192,0.00884888717308312,0,0.00849414492316472,0,0.0119924038100681
BLI21_coassembly_000000014652_11,narG,narG-005,1249,BLI21_coassembly_000000014652,0.000869690357231932,0.00122548112016127,0.00211794229208701,0,0.0565149729614181,0.0166689671020585,0.00303104150607347,0.00104569359361618,0.196406804237173,0.00163361728031249,0.00151643277810716,0.221146636149092,0.0091128189829878,0.015830713744055,0.00191927988675024,0.000341752866741335,0.0110431400358239,0,0.0133148690094102,0,0,0,0,0.491577773385479,1.10506196636977,0.480597753089132,0.0080779884557767,0.0105387520315803,0.00443616445983006,0.00834479203033948,0,NA,0,0,0,0,0.00755557964949759,0,0,0,0
BLI21_assembly104_000000001310_12,narG,narG-005,1249,BLI21_assembly104_000000001310,0.00314724052875936,0.00741718381781645,0.00335098831269384,0.00198379003876539,0.0709765253832988,0.0477239682156953,0.00473043785567809,0.00259632627742223,0.218972944800253,0.00162242687457188,0.00263557891685084,0.228992700770863,0.0110645917700306,0.0267717678862306,0.00287091266927612,0.00339411832958244,0.0121506979119311,0,0,0,0,0,0.00495868590492801,0.437144956578278,0.737005298279612,0.320472322189262,0.00806810536665277,0.010522626262321,0,0,0,NA,0,0,0,0,0.00755793140466839,0,0,0,0
BLI21_coassembly_000000042709_3,narG,narG-006,1249,BLI21_coassembly_000000042709,0.225544634601232,0.378593377726466,0.0813513512546572,0.032332439970255,1.87398811718531,2.04889660252142,0.238337761446919,0.190890283391564,2.11265543843277,0.0756133324450472,0.051799870766589,2.16639103900358,0.1640586495765,1.1539745718464,0.0925031211513145,0.250146638743738,0.200722812129467,0.539325035768802,0.399446070282306,0.0416523393716545,0.400839202568769,0.720621398453255,0.0348291568592074,13.8187974073918,23.407221651287,5.79921288727552,0.185793734482864,0.221313792663187,0.0754147958171109,0.0584135442123764,0.128377502399974,NA,0.0228885040898692,0.0255004516071217,0.00971542461270439,0.0309081364124409,0.0377778982474879,0.0658459715794228,0,0,0.0102330116413253
BLI20_assembly005_000000005541_2,narG,narG-006,1249,BLI20_assembly005_000000005541,0.252783414941119,0.390168772122636,0.0812527368407947,0.0384417643203526,2.02303400507506,2.26635899066731,0.262904096746263,0.218505188622215,2.46321850087611,0.0826079226222586,0.0666427411830872,2.50409557857043,0.176833784276771,1.32517327008509,0.101046690107455,0.273235624941243,0.207551400775446,0.549008494604801,0.419112996384217,0.0415847178136733,0.455989868947864,0.719592334306927,0.0347386710230917,16.3012012584321,26.7653682661253,6.54629397443449,0.201985391865472,0.263268213168651,0.0753317857043439,0.0582990427973332,0.134988980518569,NA,0.022847081178062,0.0254395410606576,0.00969129889973517,0.0309059894425476,0.0453320412060022,0.0772670032097373,0,0,0.010207634434212
BLI21_assembly102_000000018156_1,narG,narG-006,1014,BLI21_assembly102_000000018156,0.205372374576586,0.337810345868509,0.110945199321206,0.0408320778160677,2.04971803229893,2.06182398729088,0.267628816108307,0.199737904202727,2.21545368135232,0.0570880098372022,0.0525665916561975,2.07823073189333,0.166132858768348,1.19315338558371,0.0873286812722863,0.239232279547857,0.208199833805697,0.5554985885271,0.493305792993912,0.0501320578101714,0.532070934889298,0.846553091263977,0.0437622875348734,18.6349882028724,30.9178317645107,7.93586037478111,0.213413329528682,0.331216500794061,0.0948217555837181,0.0628458077831986,0.152598198358455,NA,0.0287899083261794,0.0320864615266687,0.012218492843064,0.0387912690956888,0.0568291888815755,0.0932192803949253,0,0,0.0128540334366622
BLI20_coassembly_000000017997_2,narG,narG-006,1249,BLI20_coassembly_000000017997,0.239385988504396,0.374113383169968,0.0885375369742238,0.0358746270515252,2.03734926982889,2.27284068282246,0.269751908366858,0.20780457259489,2.41400945088064,0.0820309006386948,0.0610268953250839,2.44042978696121,0.174823754675981,1.30397923622206,0.0967028440916064,0.271643368677294,0.210707475383544,0.542775909283296,0.419437701164084,0.0416160214139155,0.456552288050468,0.721035932976082,0.0348141432130291,16.3004984669636,26.7574702986604,6.5131468967713,0.201957314372214,0.263409504458966,0.0754111074154628,0.0583170037415624,0.134897496993546,NA,0.0228994960810713,0.0255091981177055,0.00971933528190733,0.0308898966707428,0.045297979140701,0.0772061917096699,0,0,0.010223868418941
BLI21_assembly106_000000052329_1,narG,narG-006,947,BLI21_assembly106_000000052329,0.274663436797171,0.408190443399963,0.109137934104217,0.0693704236530682,2.01772171107544,1.93940463787957,0.266297884919321,0.224670014828329,2.29931596973179,0.0709933673424439,0.0819097912593982,1.91384991783531,0.186053690998818,1.19269839743533,0.109902318826105,0.243703032397552,0.18581171631172,0.590985785411822,0.523798149595204,0.0542054152336892,0.530263834962798,0.865380893169794,0.0405198351635572,19.8082050142198,31.5415296032953,7.9485235905421,0.219741445412478,0.329214725713865,0.096358400462235,0.0565481176494453,0.164824996483472,NA,0.0311090142955295,0.0346999854462338,0.00660230866198374,0.033567843199886,0.0614514655158303,0.104719479523021,0,0,0.00695271624799399
BLI21_coassembly_000000450161_1,narG,narG-007,632,BLI21_coassembly_000000450161,0,0.0594522051918448,0.0328177981046016,0,0.155587122860473,0.061966961216261,0.0184966197794388,0.0116694955287593,0.0788203673708286,0.00911523684599893,0.012748093962707,0.0430398163588025,0.0254280054483849,0.0349060243291259,0.00722719635757404,0.00472307084673669,0.00886341904371593,0.0218137877654697,0,0.00393111269023522,0.0240350634331381,0.0517269199189183,0,1.98446027718886,1.09991847304194,1.46179514221472,0.0174431572279037,0.0226674493713963,0,0,0,NA,0,0,0.0104844060974937,0,0,0.00613254109044972,0,0,0
BLI20_assembly005_000000026457_3,narG,narG-007,621,BLI20_assembly005_000000026457,0,0.0461510374515107,0.00884718848654937,0.00482341691754521,0.192417210483201,0.100644790079916,0.0128450180849128,0.00976176399075572,0.0826888095027804,0.0189565595030772,0.00686591377758588,0.0317792921163925,0.0111228811432382,0.045115411919015,0.00195481715968235,0.0123787654825963,0.00198458925823135,0.0296456876801117,0,0.0160014067349019,0.024479471621394,0.0263228130090833,0.043257517015199,3.46656535407103,3.03899411693074,2.35882003379399,0.0534528922546784,0.0231028433755186,0.0193636784773762,0.00911512218251392,0.0147448100303084,NA,0,0.00935970623600039,0.0106467054648275,0.027239086271914,0.0496686285627618,0.00625440593601794,0.0475158458677027,0,0
BLI20_assembly005_000000047495_1,narG,narG-007,656,BLI20_assembly005_000000047495,0,0.0512888263736898,0.0106736326432921,0.00504146106777646,0.169728873215963,0.0554452932710147,0.0109529003399814,0.0332533395030709,0.0726298546657785,0.00795889627775006,0.0319651840803604,0.0515491939239315,0.0215915387543916,0.0541520841570837,0.00596682436585583,0.00620201222298757,0.00334840274984824,0,0.0545261006409856,0.0224444961361017,0.045809933124261,0.0492759664910071,0,2.91051903537433,1.94254208091218,2.4068835840687,0.066671243331845,0.0216252245880283,0.00906696023543134,0.00853439045470563,0,NA,0.0117402831978415,0,0.00996398931717378,0.0254839067355155,0,0.0292849853749478,0.0296571063985162,0.0161743609182484,0.0104929974338864
BLI20_coassembly_000000002422_5,narG,narG-007,1245,BLI20_coassembly_000000002422,0.0101718546943756,0.0590142237329328,0.00571792971108615,0.00284341919266186,0.228396651430834,0.0483538660317045,0.0104785879524787,0.0208372843775039,0.0516842708591861,0.00871280375492538,0.00809495481899369,0.0379768346222835,0.0121236870448242,0.0325266352369245,0.00575880117353593,0.00851192974470974,0.0146567766327918,0.01353210618145,0.0267233236789446,0.0145257998524525,0.0335227354864561,0.036177289140163,0.00598489861038204,3.07378248519965,2.35524347657299,2.28580851552743,0.0567452484648676,0.0211459775428056,0.0133539448869469,0.00835988507851503,0.00676819798167302,NA,0.00574481784197229,0.00426641460671652,0.00975322782131413,0.0247979995827215,0.0151516703859891,0.0172162733957522,0.0363480829124372,0.00794232072696227,0
BLI21_coassembly_000000023404_4,narG,narG-008,1237,BLI21_coassembly_000000023404,0.00213887503515497,0.00133918065254754,0.00342957708927822,0,0.00498993527522879,0.0369110320044148,0.198479551545772,0.21342250092042,0.0481381593467732,0.177255264127105,0.186140030925565,0.018871938365093,0.165270940938676,0.0157553225126571,0.180644497529488,0.128746225950191,0.075270912561887,0,0,0,0,0,0,0,0.0338352296808196,0,0,0,0,0.00843234139519361,0.00682741609895318,NA,0.00578231915122105,0.00429500378275544,0,0,0,0.00289281700050845,0,0.00800468486828125,0.00517037622041695
BLI21_assembly105_000000005838_4,narG,narG-008,1244,BLI21_assembly105_000000005838,0.00209201107430521,0.00160165619696139,0.00410176430457671,0,0.00511538416577083,0.0403091457075516,0.210539664872291,0.222302317997224,0.0522989648325584,0.177074909426621,0.196712896070695,0.0210141780577669,0.179021692393703,0.0166913290476726,0.187403335071529,0.134014406229054,0.0814235219699809,0,0,0,0,0,0,0,0,0,0,0,0,0.00838175311159064,0.00678654151854551,NA,0.00574783810178889,0.0042700764978937,0,0,0,0.00287542904918916,0,0.00796043461836615,0.00514192368427367
BLI21_assembly103_000000016851_2,narG,narG-008,1237,BLI21_assembly103_000000016851,0.00458679320739147,0.0026337572450132,0,0,0.00747708258110695,0.0460436697616596,0.18968159596264,0.243525066542029,0.0659747521837145,0.149254069825682,0.179912761921093,0.0221838631497789,0.184842678454048,0.0214766194959042,0.165092612851903,0.130632047874712,0.083166282974411,0,0,0,0,0,0,0,0.0338653832393275,0,0,0,0,0.00842036611239573,0.00682095245138761,NA,0.00578372187607456,0.00429436066332162,0,0,0,0.00289130469321802,0,0.0080058731638082,0.00516860760401237
BLI21_assembly106_000000005679_3,narG,narG-008,1237,BLI21_assembly106_000000005679,0.00223185407677151,0.00170872083646203,0.00437595168475184,0,0.00583881912053404,0.0410590200260544,0.200483249042405,0.224708285839002,0.0582344107173693,0.178701129908994,0.188249171257648,0.0207582371532342,0.188498729043915,0.0159024034150414,0.18549004669435,0.122941822810061,0.084615437032713,0,0,0,0,0,0,0,0.033833175711654,0,0,0,0,0.00843226767259749,0.00683176512579325,NA,0.0057905084942611,0.00429928353597216,0,0,0,0.00289414577465216,0,0.00801219336290978,0.0051757044920973
BLI21_coassembly_000000005776_8,narG,narG-009,1243,BLI21_coassembly_000000005776,0.00959928525424374,0.0157264556067551,0.0229342743730102,0.00244837496470406,0.025189522794356,0.176103811474488,0.0428580645033587,0.0183080075036729,0.0365229369618762,0.0130244406198659,0.0129679309840137,0.0359358853207846,0.0130245139877694,0.127961264730453,0.00917801009358458,0.0449079921031503,0.0251941274459809,0,0.020076377724444,0.0054615111246483,0,0,0,0.164710148114406,0,0.128818803987147,0,0,0,0.0167766765601621,0.0407512761881662,NA,0.00575206511672309,0.0213621070610523,0.0097663111358081,0.0310700137344646,0.022784902923966,0.0028777647487692,0.0145744197529625,0,0
BLI21_assembly101_000000010923_5,narG,narG-009,767,BLI21_assembly101_000000010923,0.00381132142070186,0.01272659243046,0.011550870759482,0,0.0136355558735914,0.154230789528497,0.026729962497153,0.0253349871932669,0.0294430795882462,0.00582273284294304,0.0172102516481351,0.0234665664125168,0.0120264114743751,0.106543548095416,0.0156966754277148,0.0291186236021272,0.0148033628963756,0,0.0339591947887962,0.00931435619927601,0,0,0,0.0933493773402606,0,0.108479874118323,0,0,0,0.00713701485066984,0.0346239670843394,NA,0,0.0291403854742623,0.00829824956127697,0.0317542509934203,0.0258504111257834,0.00487538097886291,0.0247849427563013,0,0
BLI21_coassembly_000000084008_2,narG,narG-010,1239,BLI21_coassembly_000000084008,0.0338671084223649,0.0710884411839633,0.13635672117787,0.0872070134224219,0.0658215055641743,0.0201799629855344,0.0124268379163943,0.0403401753534125,0.0151850826303,0.0124082330192474,0.00481784174808212,0.10194764648041,0.048747530404216,0.0437634012467062,0.00667683616664204,0.0871715345909489,0.0263116893356134,0.12241065792713,0.120878191279023,0.025576804536482,0.0449278948811591,0.0726921674713418,0.0200755273122869,0.055094111613869,0.202659857433946,0.0646310943954997,0.0244463465336783,0.106307946058599,0.0134243628182984,0.0294616786950388,0.0136310585470878,NA,0.0346331950408506,0.0214372492386862,0.0343018643278358,0.00623577545246828,0.0457287314795147,0.0202144748250148,0.0292506956070721,0.0159814627233872,0.0103226383647203
BLI20_coassembly_000000060181_2,narG,narG-011,1230,BLI20_coassembly_000000060181,0.184981628458597,0.553151824712009,0.0702788753085075,0.0362904210217479,0.0531172585032762,0.00923465253495648,0.0494186850230804,0.11046950470102,0.0334065251685502,0.0250608695392776,0.0138773191306914,0.0342758165720767,0.0188184124629913,0.0242788343065558,0.0218236048404965,0.0586182211653149,0.0890947486545014,0.0342781889144125,0.0302805727475703,0.00551961848845986,0.0679336577671225,0,0.0050562732491851,0.111221447105484,0.188649014171326,0.163069317767075,0,0.0107125665903955,0,0,0,NA,0,0,0.0345886028373794,0,0,0.003714091710549,0,0,0
