"bin_id","assembly_id","hgca_id","cluster_ID","hms_id","completeness","contamination","strain_het","genome_length","contig_count","N50","mean_contig_length","longest_contig","GC","predicted_genes","gtdb_tax","meta_code","gyrB-BLI20_MT_001","gyrB-BLI20_MT_002","gyrB-BLI20_MT_003","gyrB-BLI20_MT_004","gyrB-BLI20_MT_005","gyrB-BLI20_MT_006","gyrB-BLI20_MT_007","gyrB-BLI20_MT_008","gyrB-BLI20_MT_009","gyrB-BLI20_MT_010","gyrB-BLI20_MT_011","gyrB-BLI20_MT_012","gyrB-BLI21_MT_001","gyrB-BLI21_MT_002","gyrB-BLI21_MT_003","gyrB-BLI21_MT_004","gyrB-BLI21_MT_005","gyrB-BLI21_MT_006","gyrB-BLI21_MT_007","gyrB-BLI21_MT_008","gyrB-BLI21_MT_009","gyrB-BLI21_MT_010","gyrB-BLI21_MT_011","gyrB-BLI21_MT_012","hgcA-BLI20_MT_001","hgcA-BLI20_MT_002","hgcA-BLI20_MT_003","hgcA-BLI20_MT_004","hgcA-BLI20_MT_005","hgcA-BLI20_MT_006","hgcA-BLI20_MT_007","hgcA-BLI20_MT_008","hgcA-BLI20_MT_009","hgcA-BLI20_MT_010","hgcA-BLI20_MT_011","hgcA-BLI20_MT_012","hgcA-BLI21_MT_001","hgcA-BLI21_MT_002","hgcA-BLI21_MT_003","hgcA-BLI21_MT_004","hgcA-BLI21_MT_005","hgcA-BLI21_MT_006","hgcA-BLI21_MT_007","hgcA-BLI21_MT_008","hgcA-BLI21_MT_009","hgcA-BLI21_MT_010","hgcA-BLI21_MT_011","hgcA-BLI21_MT_012","total-BLI20_MT_001","total-BLI20_MT_002","total-BLI20_MT_003","total-BLI20_MT_004","total-BLI20_MT_005","total-BLI20_MT_006","total-BLI20_MT_007","total-BLI20_MT_008","total-BLI20_MT_009","total-BLI20_MT_010","total-BLI20_MT_011","total-BLI20_MT_012","total-BLI21_MT_001","total-BLI21_MT_002","total-BLI21_MT_003","total-BLI21_MT_004","total-BLI21_MT_005","total-BLI21_MT_006","total-BLI21_MT_007","total-BLI21_MT_008","total-BLI21_MT_009","total-BLI21_MT_010","total-BLI21_MT_011","total-BLI21_MT_012"
"BLI20_coassembly_dasTool_bin_0072","BLI20_coassembly","BLI20_coassembly_000000000438_24","BLI_hgcA_clstr_0054","BLI_hgcA_HMS_0001",90.54,0.71,0,5524841,329,29779,16792,103785,64.1,4199,"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__;g__;s__","OB_FERM",0.460633236628065,0.632323705289805,0.142701504631757,0.350062916847307,0.57573627383266,0.179815264931927,0.432514368957347,0.580965574052577,0.602170346711925,0.202736352607589,0.26385363938217,0.146481387856715,0.304284172315692,0.379616963706595,NA,0.268731745433108,0.234030523635897,0.182770714599836,0.801555663121048,0.612726154169932,0.561131336801779,0.38629350171892,0.520068181469048,0.247598350226559,0.0510840588292938,0,0.00934352208697468,0,0,0.0247714269449135,0,0,0,0,0,0,0,0.0329698374058707,NA,0.0570185446951792,0,0,0,0,0,0,0,0,5021.40612198862,6032.95669692934,1911.41036157649,4384.04662874191,5249.40157982257,2238.9217220577,283.766014529742,324.699613299019,508.388572093507,787.314825782898,699.161302066337,444.506267776125,2266.84943733331,2614.86775141002,NA,2230.86347918156,1563.9519438766,1894.88242863838,1022.4499393512,984.544801711797,979.148763278597,1013.44727311474,1029.3302698755,590.556482391679
"BLI20_coassembly_dasTool_bin_0074","BLI20_coassembly","BLI20_coassembly_000000053122_3","BLI_hgcA_clstr_0055","BLI_hgcA_HMS_0005",73.34,4.35,22.22,3224680,478,9081,6746,48679,67.3,2885,"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__;g__;s__","OB_FERM",0.134512290226678,0.182199783595877,0.0643648049875592,0.0381484769317585,0.152660136125277,0.0425322948041343,0.175155302677431,0.0534664792481261,0.304750008054799,0.121505703281987,0.12916967076727,0.112984913381013,0.219286511612419,0.102374609925541,NA,0.142130663305835,0.0800550127703856,0.177327991114076,0.279148163470285,0.310081316983551,0.330151536287226,0.312853043336753,0.203049820476088,0.187109811423597,0,0,0,0,0,0,0,0,0,0.122981510396109,0,0.0223624509035027,0.0206658029080638,0,NA,0,0.0219473206500542,0,0.185589830302847,0.111662540024422,0.222961288663897,0,0,0.153193019200715,485.60034783574,531.895169626131,180.607020764411,455.187136067415,595.144069273507,207.417723889429,277.499209071349,297.270807287273,400.76670501599,965.679300085092,868.88605786301,539.295788670422,976.728727997604,1116.06170378548,NA,1077.1224569236,775.428713191052,912.447174596288,2422.56751774874,2349.24053023781,2327.60344446391,2134.98639095614,2077.07997563228,1148.08828795061
"BLI20_coassembly_dasTool_bin_0088","BLI20_coassembly","BLI20_coassembly_000000019139_3","BLI_hgcA_clstr_0034","BLI_hgcA_HMS_0006",88.41,5.74,22.22,5882827,589,14699,9987,59081,66.8,4331,"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__;s__","FERM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0.0255131072980052,0.0664960518237906,0.0358970983290978,0,413.735379308128,425.034837959101,168.410606244776,474.424009626678,545.831343384124,225.837039227684,358.301947007945,381.994570066418,451.595353089868,832.177242468748,727.35414913173,490.699537993471,475.360292606502,516.37937289253,NA,587.841353110225,454.200273871753,501.112078750522,3909.04888861102,3701.64255986817,3942.74648522987,3552.32377147549,3581.79089257983,1830.72953962115
"BLI20_coassembly_dasTool_bin_0100","BLI20_coassembly","BLI20_coassembly_000000008484_1","BLI_hgcA_clstr_0006","BLI_hgcA_HMS_0002",87.81,4.99,33.33,4347999,900,5538,4831,30307,71,4667,"d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__UBA2241;s__","RESP",0.44761403315872,0.352657468999475,0.156821134452879,0.369750832356449,0.597144562803589,0.123814955812502,0.822253193895686,0.446071494811883,0.423516960651743,0.38808501822815,0.313394288149848,0.15466783274768,0.171896548599116,0.278238072613956,NA,0.245925686507833,0.261384411857492,0.201061406578227,0.122361298680114,0.248740449127957,0.084588995751715,0.239931970893366,0.300634957156188,0.168655960204462,0,0,0,0,0,0,0,0,0,0,0,0,0.0623354639699542,0,NA,0,0,0,0,0,0,0,0.059184533566011,0,535.129528559417,724.915364329646,295.48198413989,738.246685500261,692.017978743513,422.302016656614,261.55676508372,299.641857430952,359.608894936444,414.827971162534,390.946471063454,235.19265405153,288.043594506546,257.823271402876,NA,929.823383148735,567.513699793027,712.718382708975,303.444071836651,334.19621464886,285.78340324971,549.844352797756,582.619169437918,466.362981482015
"BLI20_coassembly_dasTool_bin_0101","BLI20_coassembly","BLI20_coassembly_000000034594_5","BLI_hgcA_clstr_0018","BLI_hgcA_HMS_0007",67.43,1.04,80,1906828,453,4743,4209,20946,63,1983,"d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__UBA5734;g__;s__","OB_FERM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0304509350646918,0.0296142978432809,0,0,0,0,0,0,0,0.0363467483415713,0,0,0.018381427074414,0,NA,0,0.0388260903886063,0,0,0,0,0,0,0.045364353773999,347.332759922626,386.82000562564,149.581716411486,353.582619869633,438.076898496558,174.699754357511,212.500747875852,201.269957864421,235.584724344545,237.507159852014,225.235272875404,139.445166767371,205.894008442302,239.441730400828,NA,208.677972692156,147.865538868205,161.038137911666,157.409960218745,169.142191517317,140.245763278422,211.557517042493,226.02266157618,148.265207368315
"BLI20_coassembly_dasTool_bin_0110","BLI20_coassembly","BLI20_coassembly_000000012788_3","BLI_hgcA_clstr_0031","BLI_hgcA_bin_0001",68.61,7.47,25,4599761,837,6865,5495,31849,64.4,3694,"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__;s__","FERM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.051601347926101,0,0,0,0,0,0,0,0.0203281607092487,0,0,NA,0.0261369859088796,0.0397763684232916,0,0.0562426230819994,0,0.0127077025460493,0,0.107271279406118,0.0464367900831012,794.11048899627,902.109102380964,298.580243815435,1052.74670343683,1288.12193442768,563.862047757359,474.864900964475,454.954542011167,704.470525419429,1426.34570066694,1299.66303591327,857.597506851471,882.027275132034,991.297319868045,NA,1529.13166962668,1079.88918058953,1305.49085277242,2381.16090395812,2332.05960335502,2257.2987580024,2137.85115813366,2167.5311627134,1187.355296645
"BLI21_assembly102_anvio_bin_0019","BLI21_assembly102","BLI21_assembly102_000000009126_8","BLI_hgcA_clstr_0025","BLI_hgcA_HMS_0008",53.38,1.38,33.33,2506581,137,27041,18296,111422,57.9,2173,"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__","OB_FERM",0.213680000111309,0.140230609830129,0.0294925636980382,0.072237913363394,0.136423106945436,0.0724142382668043,0.175348154339068,0,0,0.0782981170549471,0.102020462674937,0.0711509545052311,0.155025236994941,0.130987773511494,NA,0.138365043433834,0.206094216317601,0.195503486674493,0.05956112057962,0.0968997000384736,0.10044764623615,0.0231785790625596,0.0505624024602007,0.0491117753771974,0,0,0,0,0,0,0,0,0,0,0,0,0.0188035099718461,0,NA,0,0,0,0,0,0,0,0,0,1366.39022153902,1360.41762318388,497.185130329975,1245.75438660886,1471.08190930225,518.501316430925,223.003674703871,209.367114149016,445.460951631266,571.633332559376,537.552589834967,292.006289886081,1008.24730987304,1024.33258854276,NA,710.609157355055,528.533669516535,596.031587995696,244.638662690454,248.502458847051,203.181403861584,265.635158675737,278.235366512422,177.300900955589
"BLI21_assembly102_anvio_bin_0024","BLI21_assembly102","BLI21_assembly102_000000001023_1","BLI_hgcA_clstr_0054","BLI_hgcA_HMS_0001",66.43,0.68,0,3747963,302,21146,12410,83232,64.5,2956,"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__","OB_FERM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0772698094448941,0,0,0,0,0,0,0,0,0,0,0,0,0.0718811632393995,NA,0.124833850336758,0,0,0,0,0,0,0,0,5669.73477077979,9421.81291350179,1968.28027874582,4837.67669301079,6201.61050438487,3042.17109380833,105.774125145389,117.868232543522,281.696219993094,576.095945846524,781.662669550485,517.937010482003,2455.41132050038,3170.93895551874,NA,1980.22878979085,1254.38918478938,1529.46817112281,570.368847163697,670.75164762112,630.059602578351,584.946394936221,705.047837970485,381.382721278132
"BLI21_assembly102_anvio_bin_0028","BLI21_assembly102","BLI21_assembly102_000000001292_5","BLI_hgcA_clstr_0059","BLI_hgcA_HMS_0003",93.92,1.58,33.33,5404332,256,35932,21110,132140,61.9,4255,"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__","OB_FERM",0.324174225986062,0.162258844281685,0.0532379404871363,0.325989044361795,0.175895894179322,0.209781875713246,0,0.0538485021523199,0.0517624219817141,0.170123441899599,0.341020963296846,0.0642136483694124,0.236569273035268,0.317438941626756,NA,0.425509558804941,0.337571861933469,0.392103285320393,0.228956163501519,0.279360826297199,0.160244037349941,0.476480224575693,0.354915507507105,0.147745769049593,0,0,0.00944890431409003,0.056750297625979,0,0.0247615739478743,0,0,0,0,0,0,0.0416689199471153,0,NA,0.0570884545314327,0.0647991464319919,0.0483662761054922,0,0,0,0.0351282653238916,0,0.0249769736995007,969.68690153893,1262.50259697813,342.289357234618,1229.07181863744,1567.35542309659,532.767098246494,283.641546300212,331.250186329085,390.418475973737,1549.51378266768,1605.40248618267,740.177057664856,2893.75325794844,3190.38808415487,NA,4798.96712279706,3203.16796103427,3750.42125588769,2339.08378361894,2923.83774022491,2454.21254438868,4323.69059074687,4628.84823819886,2298.07070420122
"BLI21_assembly102_anvio_bin_0029","BLI21_assembly102","BLI21_assembly102_000000005189_5","BLI_hgcA_clstr_0052","BLI_hgcA_HMS_0010",88.51,1.35,100,4847351,553,12883,8765,97845,62.4,3955,"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__","OB_FERM",0.0989006113177817,0.0865380502835656,0.0354919603247576,0.0543315073936325,0.0781759529685876,0.0161370673625574,0.0879170886229142,0,0.207049687926856,0.143950604684276,0.0511531444945269,0.0428090989129416,0.24332839512199,0.372169793631369,NA,0.175753948202041,0.117116768425897,0.10978891988971,0.199092316088277,0.206484089002278,0.238076855491341,0.174322033381351,0.253511076790789,0.0820809828053293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327240399717168,NA,0,0,0,0.0297696010848034,0,0,0.102796488796464,0.0370747194938426,0,835.417922822852,903.611518528241,323.838179508946,641.602503229642,849.293337550162,288.281454092099,202.820114259238,164.338066128658,296.622926632927,468.564931449433,426.621136877016,187.967949908207,2504.06032659434,2794.92351042397,NA,1778.50377637977,1191.38078549697,1397.21512104038,4009.24699836414,4994.77880239823,3779.08294941216,3933.67540740151,4029.45972226218,2131.27032764744
